timestamp,progname,input_size,party_id,num_parties,frontend_wall_sec, setup_wall_sec,online_wall_sec,process_cpu_sec,user_cpu_sec,sys_cpu_sec,mb_sent_party,mb_sent_global,rounds,compile_threads
1760504221,loop_unrolled_linear,4096,1,2,1.656177,0.146514,6.351161,19.769687,17.191555,2.746178,939.602100,1744.986472,58667,8
1760504221,loop_unrolled_linear,4096,0,2,1.656177,0.146473,6.351237,18.256020,16.146827,2.279075,805.384372,1744.986472,58667,8
1760504230,loop_unrolled_linear,4096,0,2,1.627354,0.144707,6.508526,18.965198,16.304121,2.822537,805.387444,1744.992616,58787,16
1760504230,loop_unrolled_linear,4096,1,2,1.627354,0.144797,6.508417,20.519488,17.585347,3.093295,939.605172,1744.992616,58787,16
1760504238,loop_unrolled_linear,4096,0,2,1.627354,0.150739,6.437137,19.022545,16.565027,2.636447,805.387444,1744.992616,58787,16
1760504238,loop_unrolled_linear,4096,1,2,1.627354,0.150879,6.436913,20.495258,17.349162,3.323343,939.605172,1744.992616,58787,16
1760504247,loop_unrolled_linear,4096,1,2,1.659957,0.147051,6.592278,20.314403,17.279735,3.202229,939.611316,1745.004904,59027,32
1760504247,loop_unrolled_linear,4096,0,2,1.659957,0.146287,6.593080,19.016582,16.502459,2.684317,805.393588,1745.004904,59027,32
1760504255,loop_unrolled_linear,4096,0,2,1.659957,0.153916,6.698561,19.405302,16.740203,2.857326,805.393588,1745.004904,59027,32
1760504255,loop_unrolled_linear,4096,1,2,1.659957,0.154035,6.698398,20.263334,17.458066,2.992266,939.611316,1745.004904,59027,32
1760504458,loop_unrolled_linear,8192,1,2,3.616589,0.338730,64.966088,56.735496,52.854485,4.224745,3758.266036,6979.661160,185016,1
1760504458,loop_unrolled_linear,8192,0,2,3.616589,0.338601,64.966108,50.449057,46.337955,4.454907,3221.395124,6979.661160,185016,1
1760504525,loop_unrolled_linear,8192,1,2,3.616589,0.403696,65.715776,57.044723,53.116741,4.301564,3758.266036,6979.661160,185016,1
1760504525,loop_unrolled_linear,8192,0,2,3.616589,0.403719,65.715788,50.649268,46.549131,4.472995,3221.395124,6979.661160,185016,1
1760504570,loop_unrolled_linear,8192,0,2,3.678734,0.327818,40.104183,51.533548,47.507735,4.359072,3221.395508,6979.661928,185031,2
1760504570,loop_unrolled_linear,8192,1,2,3.678734,0.327804,40.104168,58.120278,54.247230,4.205900,3758.266420,6979.661928,185031,2
1760504611,loop_unrolled_linear,8192,0,2,3.678734,0.351718,39.250422,51.335031,47.505520,4.182604,3221.395508,6979.661928,185031,2
1760504611,loop_unrolled_linear,8192,1,2,3.678734,0.351662,39.250423,57.868280,54.183879,4.037365,3758.266420,6979.661928,185031,2
1760504645,loop_unrolled_linear,8192,0,2,3.648757,0.349135,28.638086,57.580136,52.338259,5.593679,3221.396276,6979.663464,185061,4
1760504645,loop_unrolled_linear,8192,1,2,3.648757,0.349107,28.638087,65.600549,60.744298,5.206290,3758.267188,6979.663464,185061,4
1760504675,loop_unrolled_linear,8192,0,2,3.648757,0.333693,28.911770,57.419742,52.072520,5.696885,3221.396276,6979.663464,185061,4
1760504675,loop_unrolled_linear,8192,1,2,3.648757,0.333685,28.911723,65.643676,60.703746,5.287827,3758.267188,6979.663464,185061,4
1760504706,loop_unrolled_linear,8192,1,2,3.663361,0.335911,25.641223,79.647025,70.673772,9.318736,3758.267572,6979.664232,185073,8
1760504706,loop_unrolled_linear,8192,0,2,3.663361,0.335944,25.641204,71.481178,62.439614,9.388470,3221.396660,6979.664232,185073,8
1760504733,loop_unrolled_linear,8192,0,2,3.663361,0.336689,25.395062,71.243735,62.334887,9.261923,3221.396660,6979.664232,185073,8
1760504733,loop_unrolled_linear,8192,1,2,3.663361,0.336708,25.394989,79.370598,70.385181,9.338493,3758.267572,6979.664232,185073,8
1760504764,loop_unrolled_linear,8192,1,2,3.646227,0.335441,26.131888,83.769565,72.113222,12.004457,3758.270644,6979.670376,185193,16
1760504764,loop_unrolled_linear,8192,0,2,3.646227,0.335464,26.131885,75.756220,63.986473,12.122433,3221.399732,6979.670376,185193,16
1760504792,loop_unrolled_linear,8192,0,2,3.646227,0.336803,26.128447,75.408652,64.031410,11.738463,3221.399732,6979.670376,185193,16
1760504792,loop_unrolled_linear,8192,1,2,3.646227,0.336908,26.128202,83.399199,71.996715,11.759097,3758.270644,6979.670376,185193,16
1760504823,loop_unrolled_linear,8192,0,2,3.653580,0.331068,26.309476,77.265489,64.526939,13.093326,3221.405876,6979.682664,185433,32
1760504823,loop_unrolled_linear,8192,1,2,3.653580,0.331001,26.309039,84.884049,72.903376,12.330737,3758.276788,6979.682664,185433,32
1760504851,loop_unrolled_linear,8192,1,2,3.653580,0.341561,26.238866,83.931489,71.988024,12.312155,3758.276788,6979.682664,185433,32
1760504851,loop_unrolled_linear,8192,0,2,3.653580,0.341030,26.239696,75.904751,64.020335,12.256887,3221.405876,6979.682664,185433,32
