timestamp,progname,input_size,party_id,num_parties,frontend_wall_sec, setup_wall_sec,online_wall_sec,process_cpu_sec,user_cpu_sec,sys_cpu_sec,mb_sent_party,mb_sent_global,rounds,compile_threads
1765001010,linear_test,8192,4,5,1.079478,0.421803,33.292851,32.447940,23.891796,8.879203,1073.861120,10738.735616,352578,8
1765001010,linear_test,8192,3,5,1.079478,0.421485,33.293128,32.443247,23.863286,8.909174,1073.861120,10738.735616,352578,8
1765001053,linear_test,8192,0,6,1.079478,0.626031,40.785034,40.060271,27.602665,12.888057,5369.431680,13423.486720,485249,8
1765001053,linear_test,8192,2,6,1.079478,0.628417,40.782577,35.388284,24.441116,11.389663,1073.874560,13423.486720,419705,8
1765001053,linear_test,8192,4,6,1.079478,0.629166,40.780723,35.593195,24.763788,11.249101,1073.874560,13423.486720,419705,8
1765001053,linear_test,8192,5,6,1.079478,0.632406,40.777951,35.403885,24.628581,11.211184,1073.874560,13423.486720,419705,8
1765001053,linear_test,8192,1,6,1.079478,0.626757,40.783046,44.594819,33.775047,11.247977,3758.556800,13423.486720,419705,8
1765001053,linear_test,8192,3,6,1.079478,0.628438,40.781996,35.724911,24.657457,11.513825,1073.874560,13423.486720,419705,8
1765001072,linear_test,8192,0,2,1.093282,0.175567,16.651428,26.643188,22.871601,3.965088,1073.887360,2684.645632,151237,16
1765001072,linear_test,8192,1,2,1.093282,0.175607,16.651400,34.945369,31.519763,3.616522,1610.758272,2684.645632,151237,16
1765001097,linear_test,8192,0,3,1.093282,0.215762,23.463866,29.983062,24.095297,6.121919,2147.774720,5369.320192,234750,16
1765001097,linear_test,8192,1,3,1.093282,0.216544,23.463056,37.388938,31.990261,5.633672,2147.709184,5369.320192,218364,16
1765001097,linear_test,8192,2,3,1.093282,0.216735,23.462822,28.302290,22.849597,5.682454,1073.836288,5369.320192,218364,16
1765001126,linear_test,8192,1,4,1.093282,0.257164,27.768561,40.138659,33.003975,7.400951,2684.660096,8054.023680,285491,16
1765001126,linear_test,8192,2,4,1.093282,0.257907,27.767770,31.162229,23.737197,7.686573,1073.850752,8054.023680,285491,16
1765001126,linear_test,8192,3,4,1.093282,0.257952,27.767734,30.973558,23.637717,7.597183,1073.850752,8054.023680,285491,16
1765001126,linear_test,8192,0,4,1.093282,0.256098,27.769712,34.040557,25.753532,8.567192,3221.662080,8054.023680,318263,16
1765001161,linear_test,8192,2,5,1.093282,0.404834,33.609182,33.377060,23.929114,9.772988,1073.865216,10738.756096,352618,16
1765001161,linear_test,8192,1,5,1.093282,0.403267,33.610797,42.635698,33.282304,9.676629,3221.611008,10738.756096,352618,16
1765001161,linear_test,8192,3,5,1.093282,0.404812,33.609025,33.241165,23.940773,9.624738,1073.865216,10738.756096,352618,16
1765001161,linear_test,8192,0,5,1.093282,0.398159,33.616095,37.581878,26.776007,11.135719,4295.549440,10738.756096,401776,16
1765001161,linear_test,8192,4,5,1.093282,0.405195,33.608886,33.384778,24.211450,9.493966,1073.865216,10738.756096,352618,16
1765001206,linear_test,8192,1,6,1.093282,0.630336,43.073768,44.690409,33.679773,11.464011,3758.561920,13423.517440,419745,16
1765001206,linear_test,8192,2,6,1.093282,0.632322,43.071608,35.618399,24.406160,11.655659,1073.879680,13423.517440,419745,16
1765001206,linear_test,8192,3,6,1.093282,0.638521,43.065428,35.385451,24.286971,11.540104,1073.879680,13423.517440,419745,16
1765001206,linear_test,8192,4,6,1.093282,0.637838,43.065928,35.570052,24.493153,11.524862,1073.879680,13423.517440,419745,16
1765001206,linear_test,8192,0,6,1.093282,0.628343,43.075635,41.073958,27.763615,13.774727,5369.436800,13423.517440,485289,16
1765001206,linear_test,8192,5,6,1.093282,0.637973,43.066426,35.086221,24.415700,11.126435,1073.879680,13423.517440,419745,16
1765001225,linear_test,8192,0,2,1.086011,0.179071,16.784770,26.879864,23.055255,4.028233,1073.889408,2684.649728,151317,32
1765001225,linear_test,8192,1,2,1.086011,0.179570,16.784014,35.307438,31.583564,3.924495,1610.760320,2684.649728,151317,32
1765001252,linear_test,8192,2,3,1.086011,0.219892,25.080664,27.956839,22.672407,5.522530,1073.840384,5369.332480,218444,32
1765001252,linear_test,8192,1,3,1.086011,0.219137,25.081396,37.003118,31.739781,5.510963,2147.713280,5369.332480,218444,32
1765001252,linear_test,8192,0,3,1.086011,0.218347,25.082126,29.813755,23.988921,6.074242,2147.778816,5369.332480,234830,32
1765001283,linear_test,8192,0,4,1.086011,0.256965,29.952664,34.269210,25.481027,9.070437,3221.668224,8054.048256,318343,32
1765001283,linear_test,8192,1,4,1.086011,0.258859,29.947562,40.123502,32.656908,7.753734,2684.666240,8054.048256,285571,32
1765001283,linear_test,8192,2,4,1.086011,0.260112,29.945876,31.122872,23.497025,7.903980,1073.856896,8054.048256,285571,32
1765001283,linear_test,8192,3,4,1.086011,0.260414,29.947688,31.200795,23.600849,7.879424,1073.856896,8054.048256,285571,32
1765001320,linear_test,8192,3,5,1.086011,0.322925,35.762907,34.418542,23.963560,10.785487,1073.873408,10738.797056,352698,32
1765001320,linear_test,8192,1,5,1.086011,0.319241,35.766286,43.323009,33.178232,10.487117,3221.619200,10738.797056,352698,32
1765001320,linear_test,8192,4,5,1.086011,0.323374,35.760981,34.533162,24.261556,10.598134,1073.873408,10738.797056,352698,32
1765001320,linear_test,8192,2,5,1.086011,0.321525,35.762428,34.654385,24.061808,10.924385,1073.873408,10738.797056,352698,32
1765001320,linear_test,8192,0,5,1.086011,0.315806,35.767762,39.079999,26.705289,12.719261,4295.557632,10738.797056,401856,32
1765001366,linear_test,8192,2,6,1.086011,0.594663,43.856498,38.145143,24.749694,13.819688,1073.889920,13423.578880,419825,32
1765001366,linear_test,8192,4,6,1.086011,0.600250,43.851203,38.139058,24.869789,13.681077,1073.889920,13423.578880,419825,32
1765001366,linear_test,8192,1,6,1.086011,0.590812,43.860500,47.494814,34.008145,13.914387,3758.572160,13423.578880,419825,32
1765001366,linear_test,8192,5,6,1.086011,0.600825,43.850019,37.964241,24.928211,13.469395,1073.889920,13423.578880,419825,32
1765001366,linear_test,8192,3,6,1.086011,0.599107,43.851064,38.080586,24.756670,13.770657,1073.889920,13423.578880,419825,32
1765001366,linear_test,8192,0,6,1.086011,0.587483,43.863263,44.122729,28.040150,16.511479,5369.447040,13423.578880,485369,32
1765001385,linear_test,8192,0,2,1.157363,0.182924,16.867966,27.017645,22.969706,4.268979,1073.893504,2684.657920,151477,64
1765001385,linear_test,8192,1,2,1.157363,0.182970,16.867944,35.363641,31.505291,4.071960,1610.764416,2684.657920,151477,64
1765001412,linear_test,8192,2,3,1.157363,0.234144,25.469939,28.739383,22.688382,6.318234,1073.848576,5369.357056,218604,64
1765001412,linear_test,8192,1,3,1.157363,0.233614,25.470802,37.904697,31.754826,6.428479,2147.721472,5369.357056,218604,64
1765001412,linear_test,8192,0,3,1.157363,0.232090,25.472490,30.802921,23.992582,7.077505,2147.787008,5369.357056,234990,64
1765001445,linear_test,8192,0,4,1.157363,0.283101,30.984449,36.141108,25.226198,11.236653,3221.680512,8054.097408,318503,64
1765001445,linear_test,8192,3,4,1.157363,0.290328,30.979121,32.625170,23.478737,9.440424,1073.869184,8054.097408,285731,64
1765001445,linear_test,8192,1,4,1.157363,0.287451,30.979611,41.755208,32.505198,9.566710,2684.678528,8054.097408,285731,64
1765001445,linear_test,8192,2,4,1.157363,0.290206,30.976603,32.634598,23.254792,9.680670,1073.869184,8054.097408,285731,64
1765001482,linear_test,8192,1,5,1.157363,0.334454,35.763834,44.296092,32.756699,11.934341,3221.635584,10738.878976,352858,64
1765001482,linear_test,8192,0,5,1.157363,0.327824,35.770629,40.019621,26.064043,14.317656,4295.574016,10738.878976,402016,64
1765001482,linear_test,8192,2,5,1.157363,0.338481,35.759866,35.362624,23.434954,12.299250,1073.889792,10738.878976,352858,64
1765001482,linear_test,8192,3,5,1.157363,0.340711,35.751391,35.309404,23.515660,12.146117,1073.889792,10738.878976,352858,64
1765001482,linear_test,8192,4,5,1.157363,0.341318,35.756516,35.350720,23.738180,11.959136,1073.889792,10738.878976,352858,64
1765001527,linear_test,8192,0,6,1.157363,0.483361,43.105401,44.145685,26.894152,17.764327,5369.467520,13423.701760,485529,64
1765001527,linear_test,8192,3,6,1.157363,0.504782,43.082974,38.125572,23.966968,14.652604,1073.910400,13423.701760,419985,64
1765001527,linear_test,8192,4,6,1.157363,0.508098,43.079930,37.935977,24.036207,14.397138,1073.910400,13423.701760,419985,64
1765001527,linear_test,8192,2,6,1.157363,0.498445,43.090788,38.321483,23.932460,14.893761,1073.910400,13423.701760,419985,64
1765001527,linear_test,8192,5,6,1.157363,0.508012,43.080862,37.809315,24.161508,14.128399,1073.910400,13423.701760,419985,64
1765001527,linear_test,8192,1,6,1.157363,0.502694,43.084487,46.817725,33.250498,14.099418,3758.592640,13423.701760,419985,64
